"AttributeName","Consistency","ValueIDS","Values","FusedValue","IsCorrect","CorrectValue"
"ReleaseDate","0.0","ReleaseDate-{vga_games_json1354|Game_List_ID_4110|jpntop_335|Game_List_ID_1357}","{2013-02-19T00:00|2013-01-01T00:00|2013-02-21T00:00|2013-01-01T00:00}","2013-01-01T00:00",,
"Genre","0.0","Genre-{jpntop_483|Game_List_ID_3174}","{ADV|Action}","Action",,
"GameTitle","0.0","GameTitle-{Game_List_ID_2967|jpntop_242|Game_List_ID_459|vga_games_json493}","{Dragon Ball Z: Budokai|Dragon Ball Z: Budokai|Dragon Ball Z: Budokai|Dragon Ball Z: Budokai}","Dragon Ball Z: Budokai",,
"ReleaseDate","0.0","ReleaseDate-{jpntop_164|vga_games_json158|Game_List_ID_146}","{2001-11-29T00:00|2001-11-12T00:00|2001-01-01T00:00}","2001-11-12T00:00",,
"Genre","0.0","Genre-{Game_List_ID_3947|jpntop_955}","{Fighting|ACT}","Fighting",,
"Sales","0.0","Sales-{vga_games_json12|jpntop_13}","{4130000.0|3969364.0}","4049682.0","true","4010000.0"
"GameTitle","0.0","GameTitle-{jpntop_709|Game_List_ID_9223|vga_games_json2206|Game_List_ID_2070}","{Dead or Alive 2|Dead or Alive 2|Dead or Alive 2|Dead or Alive 2}","Dead or Alive 2",,
"ReleaseDate","0.0","ReleaseDate-{vga_games_json858|jpntop_566}","{2005-03-01T00:00|2005-02-17T00:00}","2005-03-01T00:00",,
"Sales","1.0","Sales-{vga_games_json5373|jpntop_379}","{370000.0|398594.0}","384297.0",,
"Publisher","0.0","Publisher-{Game_List_ID_1175|jpntop_315}","{Nintendo|Pokemon Co.}","Nintendo",,
"Publisher","1.0","Publisher-{Game_List_ID_6665|Game_List_ID_4223|jpntop_736|vga_games_json4451}","{Square Enix|Square Enix|Square Enix|Square Enix}","Square Enix",,
"Publisher","1.0","Publisher-{Game_List_ID_3116|jpntop_773|vga_games_json3291}","{Nintendo|Nintendo|Nintendo}","Nintendo",,
"Genre","1.0","Genre-{jpntop_533}","{RPG}","RPG",,
"Genre","0.0","Genre-{Game_List_ID_4183|jpntop_408}","{Role-Playing|RPG}","RPG",,
"Sales","1.0","Sales-{jpntop_9|vga_games_json241}","{4532557.0|4870000.0}","4701278.5",,
"ReleaseDate","0.0","ReleaseDate-{jpntop_319|vga_games_json885}","{2017-03-03T00:00|2017-03-03T00:00}","2017-03-03T00:00",,
"Sales","1.0","Sales-{vga_games_json6403|jpntop_539}","{290000.0|299218.0}","294609.0",,
"GameTitle","0.0","GameTitle-{Game_List_ID_2298|jpntop_309|Game_List_ID_6866|vga_games_json2416}","{Dynasty Warriors 7|Dynasty Warriors 7|Dynasty Warriors 7|Dynasty Warriors 7}","Dynasty Warriors 7",,
"Genre","0.6666666666666666","Genre-{jpntop_709|Game_List_ID_9223|Game_List_ID_2070}","{FTG|Fighting|Fighting}","Fighting",,
"Sales","1.0","Sales-{vga_games_json3474|jpntop_607}","{270000.0|274786.0}","272393.0",,
"GameTitle","0.0","GameTitle-{Game_List_ID_1716|vga_games_json1813|jpntop_401}","{Metal Gear Solid: Portable Ops|Metal Gear Solid: Portable Ops|Metal Gear Solid: Portable Ops}","Metal Gear Solid: Portable Ops",,
"Publisher","0.6666666666666666","Publisher-{vga_games_json5530|jpntop_975|Game_List_ID_5269}","{Namco Bandai|Bandai Namco Games|Namco Bandai Games}","Namco Bandai",,
"Publisher","0.0","Publisher-{Game_List_ID_2419|jpntop_828|vga_games_json2548}","{Crave Entertainment|Square|Square EA}","Square",,
"ReleaseDate","0.0","ReleaseDate-{vga_games_json3672|Game_List_ID_3497|jpntop_849}","{2010-10-05T00:00|2009-01-01T00:00|2009-10-29T00:00}","2009-10-29T00:00",,
"Publisher","1.0","Publisher-{vga_games_json2006|Game_List_ID_6360|jpntop_343|Game_List_ID_1943}","{Square Enix|Square Enix|Square Enix|Square Enix}","Square Enix",,
"Sales","0.0","Sales-{vga_games_json2087|jpntop_901}","{230000.0|193708.0}","211854.0",,
"ReleaseDate","0.0","ReleaseDate-{Game_List_ID_2869|vga_games_json3027|jpntop_222}","{2003-01-01T00:00|2003-12-05T00:00|2003-04-09T00:00}","2003-04-09T00:00",,
"GameTitle","0.0","GameTitle-{Game_List_ID_9798|vga_games_json7257|Game_List_ID_7913|vga_games_json7064|vga_games_json9872|jpntop_713|Game_List_ID_8174|jpntop_751}","{Jikkyou Powerful Pro Baseball 2016|Jikkyou Powerful Pro Baseball 2016|Jikkyou Powerful Pro Baseball 2016|Jikkyou Powerful Pro Baseball 2016|Jikkyou Powerful Pro Baseball 2016|Jikkyou Powerful Pro Baseball 2016|Jikkyou Powerful Pro Baseball 2016|Jikkyou Powerful Pro Baseball 2016}","Jikkyou Powerful Pro Baseball 2016",,
"Sales","1.0","Sales-{jpntop_491}","{322358.0}","322358.0",,
"ReleaseDate","0.0","ReleaseDate-{vga_games_json1068|jpntop_303}","{2012-05-22T00:00|2012-05-24T00:00}","2012-05-24T00:00",,
"GameTitle","0.0","GameTitle-{jpntop_219|vga_games_json8003|Game_List_ID_7748|Game_List_ID_2420|vga_games_json2549|Game_List_ID_7637}","{Warriors Orochi|Warriors Orochi|Warriors Orochi|Warriors Orochi|Warriors Orochi|Warriors Orochi}","Warriors Orochi",,
"Sales","0.0","Sales-{vga_games_json320|jpntop_702}","{340000.0|245777.0}","292888.5",,
"GameTitle","0.0","GameTitle-{vga_games_json2006|Game_List_ID_6360|jpntop_343|Game_List_ID_1943}","{Lightning Returns: Final Fantasy XIII|Lightning Returns: Final Fantasy XIII|Lightning Returns: Final Fantasy XIII|Lightning Returns: Final Fantasy XIII}","Lightning Returns: Final Fantasy XIII",,
"GameTitle","0.0","GameTitle-{Game_List_ID_3078|vga_games_json3250|jpntop_224}","{Dragon Quest Monsters: Caravan Heart|Dragon Quest Monsters: Caravan Heart|Dragon Quest Monsters: Caravan Heart}","Dragon Quest Monsters: Caravan Heart",,
"Publisher","1.0","Publisher-{Game_List_ID_723|vga_games_json780|jpntop_376}","{Nintendo|Nintendo|Nintendo}","Nintendo",,
"GameTitle","0.0","GameTitle-{Game_List_ID_1818|vga_games_json1522|jpntop_960}","{Pokken Tournament|Pokken Tournament|Pokken Tournament}","Pokken Tournament",,
"ReleaseDate","0.0","ReleaseDate-{vga_games_json6664|Game_List_ID_10917|jpntop_564}","{2013-02-10T00:00|2012-01-01T00:00|2012-07-28T00:00}","2012-07-28T00:00",,
"ReleaseDate","0.0","ReleaseDate-{Game_List_ID_1194|vga_games_json1271|jpntop_322}","{2005-01-01T00:00|2005-11-07T00:00|2005-10-11T00:00}","2005-10-11T00:00",,
"Sales","0.0","Sales-{vga_games_json1068|jpntop_303}","{720000.0|467375.0}","593687.5",,
"ReleaseDate","0.0","ReleaseDate-{vga_games_json3565|jpntop_426}","{2018-04-17T00:00|2016-08-12T00:00}","2016-08-12T00:00",,
"ReleaseDate","0.0","ReleaseDate-{vga_games_json2367|jpntop_688|Game_List_ID_2249}","{2011-01-11T00:00|2010-07-10T00:00|2010-01-01T00:00}","2010-07-10T00:00",,
"GameTitle","0.0","GameTitle-{vga_games_json6403|jpntop_539|Game_List_ID_6106}","{Power Pro Kun Pocket 11|Power Pro Kun Pocket 11|Power Pro Kun Pocket 11}","Power Pro Kun Pocket 11",,
"ReleaseDate","0.0","ReleaseDate-{Game_List_ID_177|jpntop_55|Game_List_ID_766|vga_games_json190}","{2009-01-01T00:00|2009-12-17T00:00|2010-01-01T00:00|2010-03-09T00:00}","2010-03-09T00:00",,
"Publisher","1.0","Publisher-{Game_List_ID_6086|vga_games_json6382|jpntop_559}","{Namco Bandai Games|Namco Bandai Games|Bandai Namco Games}","Namco Bandai Games",,
"Sales","1.0","Sales-{jpntop_111|vga_games_json207}","{1035357.0|1030000.0}","1032678.5",,
"Genre","0.0","Genre-{Game_List_ID_439|jpntop_154}","{Role-Playing|RPG}","RPG",,
"GameTitle","0.0","GameTitle-{vga_games_json3258|vga_games_json10235|jpntop_347|Game_List_ID_3093|Game_List_ID_9759}","{One Piece: Pirate Warriors 2|One Piece: Pirate Warriors 2|One Piece: Pirate Warriors 2|One Piece: Pirate Warriors 2|One Piece: Pirate Warriors 2}","One Piece: Pirate Warriors 2",,
"Publisher","0.6666666666666666","Publisher-{Game_List_ID_824|jpntop_149|vga_games_json876}","{Konami Digital Entertainment|Konami|Konami}","Konami",,
"Publisher","0.6666666666666666","Publisher-{jpntop_492|vga_games_json4260|Game_List_ID_4048}","{Bandai|Atari|Atari}","Atari",,
"Sales","1.0","Sales-{jpntop_197|vga_games_json552}","{652445.0|730000.0}","691222.5",,
"Publisher","1.0","Publisher-{Game_List_ID_3331|vga_games_json3090|jpntop_542|Game_List_ID_4868}","{Nintendo|Nintendo|Nintendo|Nintendo}","Nintendo",,
"GameTitle","0.0","GameTitle-{jpntop_174|Game_List_ID_239|vga_games_json263|Game_List_ID_940}","{The Legend of Zelda: The Wind Waker|The Legend of Zelda: The Wind Waker|The Legend of Zelda: The Wind Waker|The Legend of Zelda: The Wind Waker}","The Legend of Zelda: The Wind Waker",,
"ReleaseDate","0.0","ReleaseDate-{jpntop_81|Game_List_ID_1195|jpntop_62|vga_games_json1269}","{2008-07-17T00:00|2008-01-01T00:00|2004-03-25T00:00|2009-02-17T00:00}","2004-03-25T00:00",,
"Genre","0.0","Genre-{Game_List_ID_2063|jpntop_112}","{Misc|ACT}","ACT",,
"Sales","0.0","Sales-{vga_games_json7503|jpntop_768}","{230000.0|223856.0}","226928.0",,
"Publisher","1.0","Publisher-{vga_games_json8469|jpntop_853|Game_List_ID_8091}","{Sega|Sega|Sega}","Sega",,
"GameTitle","0.0","GameTitle-{jpntop_139|Game_List_ID_189|jpntop_23|vga_games_json1901|vga_games_json204|Game_List_ID_2416}","{Dragon Quest VIII: Journey of the Cursed King|Dragon Quest VIII: Journey of the Cursed King|Dragon Quest VIII: Journey of the Cursed King|Dragon Quest VIII: Journey of the Cursed King|Dragon Quest VIII: Journey of the Cursed King|Dragon Quest VIII: Journey of the Cursed King}","Dragon Quest VIII: Journey of the Cursed King",,
"GameTitle","0.0","GameTitle-{jpntop_609|Game_List_ID_3341}","{Naruto: Ultimate Ninja|Naruto: Ultimate Ninja}","Naruto: Ultimate Ninja",,
"Publisher","1.0","Publisher-{vga_games_json1196|jpntop_171|Game_List_ID_1127}","{Nintendo|Nintendo|Nintendo}","Nintendo",,
"Genre","0.0","Genre-{Game_List_ID_917|jpntop_145}","{Misc|ETC}","ETC",,
"GameTitle","0.0","GameTitle-{Game_List_ID_480|jpntop_503|Game_List_ID_2036|vga_games_json517}","{Dragon Ball Z: Budokai Tenkaichi 3|Dragon Ball Z: Budokai Tenkaichi 3|Dragon Ball Z: Budokai Tenkaichi 3|Dragon Ball Z: Budokai Tenkaichi 3}","Dragon Ball Z: Budokai Tenkaichi 3",,
"ReleaseDate","0.0","ReleaseDate-{Game_List_ID_4285|jpntop_883|vga_games_json4516}","{2008-01-01T00:00|2008-11-13T00:00|2009-06-30T00:00}","2009-06-30T00:00",,
"Sales","1.0","Sales-{vga_games_json9862|vga_games_json3321|jpntop_750}","{130000.0|260000.0|230697.0}","206899.0",,
"ReleaseDate","0.0","ReleaseDate-{vga_games_json8604|Game_List_ID_8218|jpntop_909}","{2006-10-26T00:00|2006-01-01T00:00|2006-10-26T00:00}","2006-10-26T00:00",,
"GameTitle","0.0","GameTitle-{Game_List_ID_2769|vga_games_json2927|jpntop_547}","{Final Fantasy Tactics A2: Grimoire of the Rift|Final Fantasy Tactics A2: Grimoire of the Rift|Final Fantasy Tactics A2: Grimoire of the Rift}","Final Fantasy Tactics A2: Grimoire of the Rift",,
"ReleaseDate","0.0","ReleaseDate-{Game_List_ID_935|vga_games_json1001|jpntop_974}","{2002-01-01T00:00|2002-09-22T00:00|2002-09-27T00:00}","2002-09-27T00:00",,
"ReleaseDate","0.0","ReleaseDate-{vga_games_json1464|Game_List_ID_1374|jpntop_86}","{2011-09-19T00:00|2010-01-01T00:00|2010-04-28T00:00}","2010-04-28T00:00",,
"ReleaseDate","0.0","ReleaseDate-{Game_List_ID_2188|vga_games_json2327|jpntop_378}","{2000-01-01T00:00|2000-11-13T00:00|2000-04-03T00:00}","2000-11-13T00:00",,
"GameTitle","0.0","GameTitle-{vga_games_json783|jpntop_128|Game_List_ID_733}","{Dissidia: Final Fantasy|Dissidia: Final Fantasy|Dissidia: Final Fantasy}","Dissidia: Final Fantasy",,
"Publisher","1.0","Publisher-{vga_games_json7007|jpntop_985}","{Namco Bandai Games|Bandai Namco Games}","Namco Bandai Games",,
"GameTitle","0.0","GameTitle-{vga_games_json397|jpntop_30}","{Monster Hunter Generations|Monster Hunter Generations}","Monster Hunter Generations",,
"ReleaseDate","0.0","ReleaseDate-{vga_games_json4038|Game_List_ID_3841|jpntop_412|Game_List_ID_1996}","{2006-11-30T00:00|2006-01-01T00:00|2006-11-30T00:00|1997-01-01T00:00}","2006-11-30T00:00",,
"Sales","1.0","Sales-{jpntop_736|vga_games_json4451}","{234383.0|270000.0}","252191.5",,
"Genre","0.6666666666666666","Genre-{jpntop_80|Game_List_ID_1151|jpntop_101}","{RPG|Role-Playing|RPG}","RPG",,
"Sales","0.6666666666666666","Sales-{vga_games_json4577|jpntop_391|vga_games_json6296}","{380000.0|384896.0|70000.0}","278298.6666666667",,
"Publisher","1.0","Publisher-{vga_games_json650|Game_List_ID_602|jpntop_915}","{Sony Computer Entertainment|Sony Computer Entertainment|Sony Computer Entertainment}","Sony Computer Entertainment",,
"GameTitle","0.0","GameTitle-{jpntop_748|Game_List_ID_4347}","{God Eater 2|God Eater 2}","God Eater 2",,
"Publisher","0.0","Publisher-{vga_games_json2494|vga_games_json839|jpntop_293|Game_List_ID_784}","{Square Enix|Nintendo|Square|SquareSoft}","Square",,
"Publisher","0.75","Publisher-{Game_List_ID_7686|vga_games_json8047|jpntop_711|Game_List_ID_5974}","{Ubisoft|Ubisoft|Sega|Ubisoft}","Sega",,
"GameTitle","0.0","GameTitle-{jpntop_299|Game_List_ID_1556}","{Pokemon Mystery Dungeon: Gates to Infinity|Pokemon Mystery Dungeon: Gates to Infinity}","Pokemon Mystery Dungeon: Gates to Infinity",,
"Publisher","0.6666666666666666","Publisher-{jpntop_164|vga_games_json158|Game_List_ID_146}","{Konami|Konami|Konami Digital Entertainment}","Konami",,
"GameTitle","0.0","GameTitle-{vga_games_json5258|Game_List_ID_5014|jpntop_837}","{Yoshi Touch & Go|Yoshi Touch & Go|Yoshi Touch & Go}","Yoshi Touch & Go",,
"Publisher","0.75","Publisher-{Game_List_ID_9797|Game_List_ID_6863|vga_games_json7206|jpntop_739}","{Namco Bandai Games|Banpresto|Banpresto|Banpresto}","Banpresto",,
"Sales","1.0","Sales-{vga_games_json34|jpntop_27}","{2960000.0|2903441.0}","2931720.5","true","2890000.0"
"ReleaseDate","0.0","ReleaseDate-{jpntop_719|vga_games_json365|Game_List_ID_1719|vga_games_json1808|jpntop_798|Game_List_ID_336}","{2012-01-03T00:00|2011-11-15T00:00|2012-01-01T00:00|2012-02-14T00:00|2011-08-12T00:00|2011-01-01T00:00}","2012-02-14T00:00",,
"ReleaseDate","0.0","ReleaseDate-{jpntop_185|Game_List_ID_1410|vga_games_json1505}","{2000-11-08T00:00|2000-01-01T00:00|2001-02-05T00:00}","2000-11-08T00:00",,
"Sales","1.0","Sales-{jpntop_84|vga_games_json1243}","{1255626.0|1310000.0}","1282813.0",,
"Publisher","0.75","Publisher-{Game_List_ID_64|vga_games_json56|vga_games_json2796|jpntop_34}","{Nintendo|Nintendo|Unknown|Nintendo}","Unknown","false","Nintendo"
"ReleaseDate","0.0","ReleaseDate-{jpntop_299|Game_List_ID_1556}","{2012-11-23T00:00|2012-01-01T00:00}","2012-11-23T00:00",,
"Publisher","1.0","Publisher-{vga_games_json8192|jpntop_908|Game_List_ID_7930}","{Namco Bandai Games|Bandai Namco Games|Namco Bandai Games}","Namco Bandai Games",,
"GameTitle","0.0","GameTitle-{vga_games_json82|Game_List_ID_77|jpntop_48}","{Mario Party DS|Mario Party DS|Mario Party DS}","Mario Party DS","false","Mario Party DS"
"Genre","0.75","Genre-{Game_List_ID_180|Game_List_ID_392|Game_List_ID_3776|jpntop_569}","{Shooter|Shooter|Shooter|ACT}","Shooter",,
"Genre","0.0","Genre-{Game_List_ID_391|jpntop_821}","{Fighting|FTG}","Fighting",,
"Publisher","0.75","Publisher-{jpntop_615|Game_List_ID_3780|vga_games_json3946|Game_List_ID_2898}","{Square Enix|Square Enix|Square Enix|Quest}","Quest",,
"GameTitle","0.0","GameTitle-{vga_games_json1947|Game_List_ID_1843|jpntop_268}","{Yakuza 3|Yakuza 3|Yakuza 3}","Yakuza 3",,
"ReleaseDate","0.0","ReleaseDate-{Game_List_ID_2184|vga_games_json2323|jpntop_233}","{2010-01-01T00:00|2011-03-15T00:00|2010-03-18T00:00}","2011-03-15T00:00",,
"ReleaseDate","0.0","ReleaseDate-{jpntop_419|vga_games_json5471|Game_List_ID_5217}","{2010-09-09T00:00|2010-09-09T00:00|2010-01-01T00:00}","2010-09-09T00:00",,
"Sales","1.0","Sales-{jpntop_263|vga_games_json1185}","{521057.0|540000.0}","530528.5",,
"Sales","0.0","Sales-{vga_games_json1947|jpntop_268}","{620000.0|516250.0}","568125.0",,
"Sales","1.0","Sales-{vga_games_json3861|jpntop_249}","{550000.0|545612.0}","547806.0",,
"Sales","0.0","Sales-{jpntop_884|vga_games_json2405}","{196625.0|160000.0}","178312.5",,
"ReleaseDate","0.0","ReleaseDate-{jpntop_496|vga_games_json1260|Game_List_ID_1185|Game_List_ID_13816|Game_List_ID_10871|Game_List_ID_1459}","{2008-01-31T00:00|2008-02-05T00:00|2008-01-01T00:00|2008-01-01T00:00|2015-01-01T00:00|2008-01-01T00:00}","2008-01-01T00:00",,
"Genre","0.0","Genre-{jpntop_595|Game_List_ID_2692}","{RCE|Racing}","RCE",,
"Publisher","0.6666666666666666","Publisher-{vga_games_json7476|Game_List_ID_7218|jpntop_972}","{Konami|Konami Digital Entertainment|Konami}","Konami",,
"Genre","0.6666666666666666","Genre-{Game_List_ID_13908|Game_List_ID_8003|jpntop_933}","{Action|Action|ACT}","Action",,
"Genre","1.0","Genre-{jpntop_319}","{ETC}","ETC",,
"Publisher","1.0","Publisher-{Game_List_ID_3396|vga_games_json3564|jpntop_942}","{Electronic Arts|Electronic Arts|Electronic Arts}","Electronic Arts",,
"GameTitle","0.0","GameTitle-{vga_games_json6154|jpntop_574|Game_List_ID_5920|Game_List_ID_9825}","{Sword Art Online: Hollow Fragment|Sword Art Online: Hollow Fragment|Sword Art Online: Hollow Fragment|Sword Art Online: Hollow Fragment}","Sword Art Online: Hollow Fragment",,
"Publisher","0.0","Publisher-{jpntop_761|Game_List_ID_12422}","{Bandai|Namco Bandai Games}","Bandai",,
"Sales","0.0","Sales-{vga_games_json4278|jpntop_924}","{240000.0|188536.0}","214268.0",,
"GameTitle","0.0","GameTitle-{vga_games_json6287|jpntop_567}","{Black Panther: Yakuza New Chapter|Black Panther: Yakuza New Chapter}","Black Panther: Yakuza New Chapter",,
"ReleaseDate","0.0","ReleaseDate-{Game_List_ID_2480|jpntop_428|vga_games_json2617}","{2005-01-01T00:00|2005-08-12T00:00|2007-01-30T00:00}","2007-01-30T00:00",,
"GameTitle","0.0","GameTitle-{Game_List_ID_4670|jpntop_501}","{Attack on Titan: Humanity in Chains|Attack on Titan: Humanity in Chains}","Attack on Titan: Humanity in Chains",,
"ReleaseDate","0.0","ReleaseDate-{Game_List_ID_1231|vga_games_json1298|jpntop_410}","{2011-01-01T00:00|2011-10-11T00:00|2011-10-20T00:00}","2011-10-11T00:00",,
"GameTitle","0.0","GameTitle-{jpntop_754|vga_games_json3503|Game_List_ID_3327}","{Final Fantasy IV Advance|Final Fantasy IV Advance|Final Fantasy IV Advance}","Final Fantasy IV Advance",,
"Sales","1.0","Sales-{jpntop_362}","{411649.0}","411649.0",,
"ReleaseDate","0.0","ReleaseDate-{jpntop_215|vga_games_json60|Game_List_ID_56}","{2010-11-25T00:00|2010-11-24T00:00|2010-01-01T00:00}","2010-11-24T00:00",,
"Sales","0.0","Sales-{jpntop_922|vga_games_json8440}","{188961.0|180000.0}","184480.5",,
"Publisher","1.0","Publisher-{Game_List_ID_6124|jpntop_561|Game_List_ID_3640|vga_games_json6420|vga_games_json3622|jpntop_850}","{Sony Computer Entertainment|Sony Computer Entertainment|Sony Computer Entertainment|Sony Computer Entertainment|Sony Computer Entertainment|Sony Computer Entertainment}","Sony Computer Entertainment",,
"ReleaseDate","0.0","ReleaseDate-{Game_List_ID_51|vga_games_json53|jpntop_115}","{2007-01-01T00:00|2007-11-12T00:00|2007-01-11T00:00}","2007-11-12T00:00","false","2007-11-01T00:00"
"Publisher","1.0","Publisher-{jpntop_394|Game_List_ID_427|vga_games_json460}","{Nintendo|Nintendo|Nintendo}","Nintendo",,
"ReleaseDate","0.0","ReleaseDate-{Game_List_ID_40|jpntop_518|vga_games_json42|Game_List_ID_16271}","{2001-01-01T00:00|2003-09-25T00:00|2001-10-23T00:00|2002-01-01T00:00}","2003-09-25T00:00",,
"GameTitle","0.0","GameTitle-{Game_List_ID_6775|jpntop_714}","{Monster Hunter G|Monster Hunter G}","Monster Hunter G",,
"Genre","0.6666666666666666","Genre-{Game_List_ID_2298|jpntop_309|Game_List_ID_6866}","{Action|ACT|Action}","Action",,
"Publisher","0.6666666666666666","Publisher-{Game_List_ID_319|jpntop_556|vga_games_json348}","{Namco Bandai Games|Namco|Namco}","Namco",,
"GameTitle","0.0","GameTitle-{jpntop_308|Game_List_ID_1809|vga_games_json1910}","{Hot Shots Golf: Out of Bounds|Hot Shots Golf: Out of Bounds|Hot Shots Golf: Out of Bounds}","Hot Shots Golf: Out of Bounds",,
"ReleaseDate","0.0","ReleaseDate-{jpntop_306|vga_games_json677}","{2015-02-14T00:00|2015-02-13T00:00}","2015-02-14T00:00",,
"GameTitle","0.0","GameTitle-{Game_List_ID_4531|vga_games_json10436|vga_games_json4750|jpntop_425|Game_List_ID_10246}","{God Eater 2: Rage Burst|God Eater 2: Rage Burst|God Eater 2: Rage Burst|God Eater 2: Rage Burst|God Eater 2: Rage Burst}","God Eater 2: Rage Burst",,
"Sales","1.0","Sales-{vga_games_json750|jpntop_105}","{1060000.0|1065469.0}","1062734.5",,
"Sales","1.0","Sales-{jpntop_193}","{660005.0}","660005.0",,
"Genre","0.0","Genre-{jpntop_65|Game_List_ID_242}","{ACT|Shooter}","Shooter",,
"Publisher","1.0","Publisher-{vga_games_json71|jpntop_57}","{Nintendo|Nintendo}","Nintendo",,
"ReleaseDate","0.0","ReleaseDate-{Game_List_ID_10080|Game_List_ID_1395|jpntop_109|Game_List_ID_394|vga_games_json868|Game_List_ID_809}","{2012-01-01T00:00|1990-01-01T00:00|2006-08-24T00:00|1994-01-01T00:00|2006-11-14T00:00|2006-01-01T00:00}","2006-11-14T00:00",,
"GameTitle","0.0","GameTitle-{Game_List_ID_54|jpntop_549|vga_games_json536}","{Gran Turismo|Gran Turismo|Gran Turismo}","Gran Turismo","false","Gran Turismo"
"Genre","0.0","Genre-{Game_List_ID_569|jpntop_180}","{Puzzle|ADV}","Puzzle",,
"ReleaseDate","0.0","ReleaseDate-{jpntop_198|vga_games_json6766|jpntop_887|Game_List_ID_6481}","{2000-11-30T00:00|2006-02-10T00:00|2005-03-03T00:00|2005-01-01T00:00}","2000-11-30T00:00",,
"ReleaseDate","0.0","ReleaseDate-{jpntop_692|vga_games_json1311|Game_List_ID_1240}","{2007-11-15T00:00|2007-11-13T00:00|2007-01-01T00:00}","2007-11-15T00:00",,
"ReleaseDate","0.0","ReleaseDate-{Game_List_ID_3936|jpntop_926|vga_games_json4141}","{2006-01-01T00:00|2006-03-23T00:00|2006-04-25T00:00}","2006-04-25T00:00",,
